Total population,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,One race,Two or More Races,White,Black or African American,American Indian and Alaska Native,Aztec,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana,Maya,Native Village of Barrow Inupiat Traditional Government,Navajo Nation,Nome Eskimo Community,Other American Indian and Alaska Native,Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Native Hawaiian and Other Pacific Islander,Chamorro,Native Hawaiian,Samoan,Other Native Hawaiian and Other Pacific Islander,Some Other Race,White and Black or African American,White and American Indian and Alaska Native,White and Asian,White and Some Other Race,Black or African American and American Indian and Alaska Native,Black or African American and Some Other Race,Hispanic or Latino (of any race),Mexican,Puerto Rican,Cuban,Other Hispanic or Latino,Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Total housing units,"Citizen, 18 and over population",GEO_ID,Zip Code,ucgid,County,County Code,State Number,State,Year
13875,7231,6644,108.8,654,930,789,786,726,1981,1925,1670,1031,985,1583,662,153,40.8,2880,11362,10995,10567,2895,2398,12121,1754,8812,65,1820,0,0,0,0,0,1,1819,1242,41,6,1110,11,8,21,45,28,0,4,9,15,154,109,1084,76,330,8,0,730,400,66,43,221,13145,8522,63,1733,1242,28,37,233,1287,6659,10726,860Z200US99901,99901,860Z200US99901,Ketchikan Gateway Borough,0500000US02130,02,Alaska,2023
151,76,75,101.3,2,8,5,2,19,4,19,11,22,23,22,7,7,56.4,17,136,134,129,55,36,126,25,44,0,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,11,11,0,0,0,140,33,0,82,0,0,0,0,25,138,134,860Z200US99550,99550,860Z200US99550,Kodiak Island Borough,0500000US02150,02,Alaska,2023
26,16,10,160.0,0,0,0,4,9,0,8,1,0,0,4,0,0,30.5,0,26,26,22,4,4,25,1,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,25,0,0,0,0,1,29,26,860Z200US99608,99608,860Z200US99608,Kodiak Island Borough,0500000US02150,02,Alaska,2023
12304,6698,5606,119.5,698,986,927,807,840,1767,2178,1022,714,842,1025,330,168,35.2,2980,9570,9324,8613,2031,1523,10635,1669,6458,75,1162,1,0,0,0,11,0,1150,2847,0,0,2714,84,16,7,26,5,0,0,5,0,88,109,393,218,524,26,0,1007,472,46,9,480,11297,5842,75,1161,2847,5,73,293,1001,5284,8139,860Z200US99615,99615,860Z200US99615,Kodiak Island Borough,0500000US02150,02,Alaska,2023
108,34,74,45.9,4,3,3,0,3,10,2,26,7,30,11,9,0,56.0,10,98,98,98,27,20,95,13,37,2,15,0,0,0,0,0,0,15,4,0,0,3,0,0,0,1,0,0,0,0,0,37,6,5,0,2,0,0,27,25,2,0,0,81,35,0,15,4,0,16,0,11,104,96,860Z200US99624,99624,860Z200US99624,Kodiak Island Borough,0500000US02150,02,Alaska,2023
186,105,81,129.6,20,25,5,4,34,11,18,19,26,6,12,3,3,33.0,54,132,132,132,18,18,144,42,13,0,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,186,13,0,128,0,3,0,0,42,153,129,860Z200US99643,99643,860Z200US99643,Kodiak Island Borough,0500000US02150,02,Alaska,2023
103,52,51,102.0,0,3,0,8,3,16,18,8,21,5,12,9,0,53.5,11,92,92,92,26,21,56,47,5,1,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,6,6,0,0,0,97,5,1,50,0,0,0,0,41,113,92,860Z200US99644,99644,860Z200US99644,Kodiak Island Borough,0500000US02150,02,Alaska,2023
997,566,431,131.3,133,93,136,112,58,158,112,61,64,24,36,10,0,21.5,438,587,559,506,52,46,877,120,0,0,876,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,91,0,0,29,0,0,0,0,0,0,997,0,0,876,0,1,0,0,120,238,559,860Z200US99554,99554,860Z200US99554,Kusilvak Census Area,0500000US02158,02,Alaska,2023
464,253,211,119.9,45,56,81,31,14,92,51,32,12,25,20,5,0,25.7,195,277,269,246,46,25,416,48,16,0,388,0,0,0,0,0,0,388,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,34,0,0,0,14,0,0,0,0,0,464,16,0,388,12,0,0,14,34,163,255,860Z200US99563,99563,860Z200US99563,Kusilvak Census Area,0500000US02158,02,Alaska,2023
945,520,425,122.4,138,115,49,48,79,132,129,51,32,45,115,11,1,28.1,341,622,604,595,145,127,808,137,6,70,732,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0,0,945,6,70,732,0,0,0,0,137,281,604,860Z200US99581,99581,860Z200US99581,Kusilvak Census Area,0500000US02158,02,Alaska,2023
426,223,203,109.9,51,43,68,29,30,81,16,28,30,18,22,10,0,23.3,178,259,248,228,41,32,423,3,0,0,423,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,423,0,0,0,0,3,100,248,860Z200US99585,99585,860Z200US99585,Kusilvak Census Area,0500000US02158,02,Alaska,2023
1008,516,492,104.9,126,123,83,95,35,112,125,169,42,52,34,12,0,30.1,406,646,602,572,72,46,933,75,76,0,795,0,0,0,0,0,0,795,7,0,0,7,0,0,0,0,0,0,0,0,0,55,0,11,0,56,8,0,111,111,0,0,0,897,76,0,795,7,0,0,0,19,218,595,860Z200US99604,99604,860Z200US99604,Kusilvak Census Area,0500000US02158,02,Alaska,2023
1166,621,545,113.9,177,155,171,101,89,146,94,107,41,38,32,15,0,18.6,567,645,599,557,65,47,1137,29,16,0,1118,0,0,0,0,5,0,1113,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,1166,16,0,1118,3,0,0,0,29,255,596,860Z200US99620,99620,860Z200US99620,Kusilvak Census Area,0500000US02158,02,Alaska,2023
872,468,404,115.8,62,128,97,127,46,117,78,40,59,83,11,24,0,21.2,365,565,507,438,92,35,863,9,6,0,845,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,7,0,0,0,0,10,10,0,0,0,862,6,0,842,0,5,0,0,9,238,507,860Z200US99632,99632,860Z200US99632,Kusilvak Census Area,0500000US02158,02,Alaska,2023
558,282,276,102.2,61,63,54,62,61,79,53,44,16,24,24,13,4,23.3,217,365,341,307,57,41,542,16,18,0,524,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,4,0,0,0,554,14,0,524,0,0,0,0,16,131,341,860Z200US99650,99650,860Z200US99650,Kusilvak Census Area,0500000US02158,02,Alaska,2023
280,167,113,147.8,52,36,20,17,20,32,42,29,16,3,13,0,0,23.9,118,167,162,151,13,13,126,154,78,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,280,78,0,48,0,0,0,0,154,101,162,860Z200US99657,99657,860Z200US99657,Kusilvak Census Area,0500000US02158,02,Alaska,2023
1009,499,510,97.8,119,73,125,85,90,158,99,81,56,42,62,14,5,25.6,371,676,638,589,119,81,948,61,39,0,903,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,48,0,0,0,0,6,6,0,0,0,1003,33,0,903,0,6,0,0,61,341,632,860Z200US99658,99658,860Z200US99658,Kusilvak Census Area,0500000US02158,02,Alaska,2023
491,268,223,120.2,110,64,49,37,31,68,50,17,10,18,20,14,3,18.3,243,260,248,228,42,37,459,32,3,0,456,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,8,0,5,5,0,0,0,486,3,0,456,0,0,0,0,27,125,243,860Z200US99662,99662,860Z200US99662,Kusilvak Census Area,0500000US02158,02,Alaska,2023
0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,860Z200US99666,99666,860Z200US99666,Kusilvak Census Area,0500000US02158,02,Alaska,2023
31,17,14,121.4,4,1,3,5,0,0,6,2,3,3,4,0,0,35.8,9,22,22,18,4,4,25,6,1,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,31,1,0,24,0,0,0,0,6,33,22,860Z200US99548,99548,860Z200US99548,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
73,32,41,78.0,7,8,13,7,0,10,13,2,5,4,4,0,0,29.5,35,45,38,38,5,4,63,10,1,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,73,1,0,62,0,0,0,0,10,46,38,860Z200US99549,99549,860Z200US99549,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
28,10,18,55.6,2,0,2,2,0,5,3,2,1,3,6,2,0,44.5,6,24,22,22,8,8,12,16,3,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,28,3,0,9,0,0,0,0,16,80,22,860Z200US99564,99564,860Z200US99564,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
31,12,19,63.2,2,0,2,5,0,1,5,0,4,6,6,0,0,55.1,6,25,25,22,12,6,25,6,6,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,31,6,0,19,0,0,0,0,6,65,25,860Z200US99565,99565,860Z200US99565,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
50,44,6,733.3,0,0,0,2,0,11,21,9,5,2,0,0,0,42.3,2,50,48,48,0,0,41,9,27,0,5,0,0,0,0,0,0,5,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,50,27,0,5,9,0,0,0,9,246,39,860Z200US99579,99579,860Z200US99579,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
236,103,133,77.4,20,31,24,13,6,45,27,16,12,15,18,9,0,30.6,80,158,156,148,37,27,202,34,44,0,154,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,0,2,0,2,0,0,234,44,0,154,0,0,4,0,32,141,156,860Z200US99606,99606,860Z200US99606,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
422,207,215,96.3,47,21,17,21,10,85,67,37,27,37,33,14,6,36.6,94,334,328,315,64,53,349,73,183,5,119,0,0,0,0,0,0,119,30,8,0,20,2,0,0,0,0,0,0,0,0,12,0,52,17,4,0,0,33,3,27,0,3,389,181,5,112,30,0,12,0,49,334,328,860Z200US99613,99613,860Z200US99613,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
18,12,6,200.0,0,0,2,0,5,1,5,0,2,0,3,0,0,44.2,2,16,16,16,3,3,15,3,2,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,2,0,13,0,0,0,0,3,38,16,860Z200US99625,99625,860Z200US99625,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
88,43,45,95.6,9,2,11,8,3,10,12,6,3,6,17,1,0,35.5,28,65,60,58,18,18,58,30,2,3,53,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,88,2,3,53,0,0,0,0,30,118,60,860Z200US99640,99640,860Z200US99640,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
14,3,11,27.3,2,0,0,0,0,2,0,0,5,3,0,2,0,57.8,2,12,12,12,5,2,12,2,1,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,1,0,11,0,0,0,0,2,51,12,860Z200US99647,99647,860Z200US99647,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
95,43,52,82.7,18,11,14,10,0,11,20,3,3,3,2,0,0,17.6,50,52,45,42,5,2,84,11,2,0,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,95,2,0,82,0,0,0,0,11,54,45,860Z200US99648,99648,860Z200US99648,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
57,35,22,159.1,6,5,7,4,0,5,6,5,3,4,10,2,0,36.2,20,39,37,35,15,12,44,13,5,0,39,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,57,5,0,39,0,0,0,0,13,90,37,860Z200US99649,99649,860Z200US99649,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
174,123,51,241.2,0,5,9,17,16,96,12,1,6,1,4,2,5,33.4,16,158,158,143,12,11,79,95,34,20,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,9,9,0,0,0,165,34,20,16,0,0,0,0,95,79,151,860Z200US99653,99653,860Z200US99653,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,860Z200US99695,99695,860Z200US99695,Lake and Peninsula Borough,0500000US02164,02,Alaska,2023
1138,526,612,85.9,83,89,123,66,26,100,130,203,54,106,103,41,14,39.9,345,822,793,776,228,158,1008,130,658,3,323,0,0,0,0,0,0,323,7,0,0,0,0,7,0,0,0,0,0,0,0,17,0,55,0,57,0,0,99,77,0,22,0,1039,653,3,323,7,0,0,0,53,1317,791,860Z200US99588,99588,860Z200US99588,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
22786,12369,10417,118.7,1489,1843,1750,1423,1256,3525,3299,2775,1353,1525,1740,710,98,35.4,6094,17422,16692,15944,3477,2548,20585,2201,17397,353,1829,0,0,0,8,0,37,1784,673,0,26,191,51,28,7,370,80,0,61,19,0,253,139,829,216,591,11,0,999,242,144,48,565,21787,17000,353,1829,673,80,85,264,1503,9084,16543,860Z200US99623,99623,860Z200US99623,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
31494,16081,15413,104.3,2043,2221,2412,2325,1858,4293,4460,3823,1922,1839,2927,1051,320,36.5,8191,24278,23303,22079,5271,4298,27984,3510,24479,452,1790,0,0,1,9,3,36,1741,386,9,46,97,5,78,48,103,282,62,57,136,27,595,258,1674,328,725,28,5,2005,1222,178,25,580,29489,23712,448,1715,372,279,212,249,2502,12021,23044,860Z200US99645,99645,860Z200US99645,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
4066,2180,1886,115.6,215,272,210,224,186,617,511,415,345,398,459,185,29,40.5,824,3335,3242,3073,861,673,3748,318,3494,31,117,0,0,0,0,0,0,117,30,0,5,14,11,0,0,0,0,0,0,0,0,76,0,225,7,58,0,0,262,126,33,21,82,3804,3312,31,109,30,0,57,33,232,3220,3234,860Z200US99652,99652,860Z200US99652,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
44420,22961,21459,107.0,2941,3295,3599,3272,2757,6218,6447,5086,2709,2548,3835,1251,462,35.2,11967,33865,32453,30785,7179,5548,39034,5386,34396,563,2498,0,0,0,13,23,9,2453,756,36,99,211,94,109,9,198,77,0,38,39,0,744,174,2492,609,1106,6,53,2223,1151,426,32,614,42197,33789,563,2367,756,48,262,630,3782,17006,31969,860Z200US99654,99654,860Z200US99654,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
152,96,56,171.4,8,0,6,0,0,17,8,0,8,57,35,13,0,64.2,14,138,138,138,91,48,144,8,137,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,144,137,0,7,0,0,0,0,0,924,131,860Z200US99667,99667,860Z200US99667,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
1473,734,739,99.3,97,42,86,19,75,156,192,116,147,177,270,84,12,51.3,244,1234,1229,1215,472,366,1322,151,1176,0,75,0,7,0,0,0,0,68,26,0,0,13,0,3,1,9,0,0,0,0,0,45,0,51,31,69,0,0,56,28,0,19,9,1417,1148,0,75,26,0,33,53,82,1081,1211,860Z200US99674,99674,860Z200US99674,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
1754,939,815,115.2,38,186,198,82,28,178,311,297,64,113,214,44,1,41.1,504,1292,1250,1237,330,259,1661,93,1645,11,1,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,42,3,0,37,0,0,56,8,18,16,14,1698,1631,11,1,4,0,0,37,14,1701,1223,860Z200US99676,99676,860Z200US99676,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
584,343,241,142.3,7,34,6,31,8,15,53,91,29,81,170,47,12,60.8,67,537,517,506,282,229,539,45,522,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,5,0,0,0,0,0,0,0,26,7,12,0,0,5,5,0,0,0,579,522,0,0,17,0,0,7,33,1178,507,860Z200US99683,99683,860Z200US99683,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
2542,1325,1217,108.9,152,125,161,158,36,202,333,324,207,269,429,123,23,47.3,532,2049,2010,1946,724,575,2321,221,2238,0,71,0,0,0,0,0,0,71,12,0,12,0,0,0,0,0,0,0,0,0,0,0,5,168,20,8,20,0,76,14,0,0,62,2466,2197,0,56,12,0,0,8,193,3245,1993,860Z200US99688,99688,860Z200US99688,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
1406,863,543,158.9,54,66,92,104,99,204,145,214,121,138,135,32,2,39.5,282,1180,1124,1069,227,169,1230,176,1173,10,36,0,0,0,0,0,2,34,11,0,6,0,3,0,2,0,0,0,0,0,0,0,15,119,0,22,0,0,58,28,4,0,26,1348,1142,10,36,11,0,0,1,148,810,1110,860Z200US99694,99694,860Z200US99694,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
121,73,48,152.1,4,2,3,4,0,18,15,4,9,2,25,30,5,64.5,10,112,111,108,61,60,104,17,87,1,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,2,5,5,0,0,0,116,87,1,13,0,0,0,0,15,233,111,860Z200US99729,99729,860Z200US99729,Matanuska-Susitna Borough,0500000US02170,02,Alaska,2023
220,131,89,147.2,30,19,30,35,26,27,24,7,5,6,8,3,0,19.3,102,136,118,102,17,11,211,9,0,0,211,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,220,0,0,211,0,0,0,0,9,49,118,860Z200US99659,99659,860Z200US99659,Nome Census Area,0500000US02180,02,Alaska,2023
666,349,317,110.1,86,87,87,41,35,96,87,43,24,19,55,4,2,24.6,286,397,380,362,76,61,645,21,13,2,628,0,0,0,0,2,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,2,0,2,2,0,0,0,664,13,2,628,0,0,0,0,21,198,380,860Z200US99671,99671,860Z200US99671,Nome Census Area,0500000US02180,02,Alaska,2023
821,380,441,86.2,86,59,62,36,42,91,148,103,71,43,50,24,6,38.5,228,604,593,572,87,80,778,43,201,0,573,0,0,0,0,0,7,566,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,821,201,0,573,4,0,0,0,43,331,593,860Z200US99684,99684,860Z200US99684,Nome Census Area,0500000US02180,02,Alaska,2023
278,167,111,150.5,20,29,41,41,27,23,29,26,17,10,14,1,0,20.9,113,180,165,138,22,15,278,0,8,0,265,0,0,0,6,0,0,259,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,276,6,0,265,5,0,0,0,0,95,160,860Z200US99739,99739,860Z200US99739,Nome Census Area,0500000US02180,02,Alaska,2023
464,247,217,113.8,37,38,36,42,47,85,46,51,23,25,19,13,2,27.6,139,338,325,294,47,34,443,21,11,0,432,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,464,11,0,432,0,0,0,0,21,175,325,860Z200US99742,99742,860Z200US99742,Nome Census Area,0500000US02180,02,Alaska,2023
306,189,117,161.5,21,35,27,23,41,47,15,22,12,20,39,4,0,26.7,100,219,206,191,52,43,304,2,2,0,302,0,0,0,0,0,4,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,306,2,0,302,0,0,0,0,2,119,206,860Z200US99753,99753,860Z200US99753,Nome Census Area,0500000US02180,02,Alaska,2023
4154,2057,2097,98.1,332,285,421,333,296,600,552,566,246,182,239,78,24,31.4,1267,3052,2887,2748,433,341,3558,596,1047,101,2252,0,0,0,16,0,842,1394,139,1,0,49,0,50,0,39,0,0,0,0,0,19,9,393,42,61,14,0,190,122,5,0,63,3964,1020,101,2184,139,0,0,6,514,1956,2831,860Z200US99762,99762,860Z200US99762,Nome Census Area,0500000US02180,02,Alaska,2023
766,431,335,128.7,62,88,88,89,62,140,70,41,43,17,45,13,8,24.5,297,508,469,423,74,66,748,18,39,0,709,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,766,39,0,709,0,0,0,0,18,175,469,860Z200US99769,99769,860Z200US99769,Nome Census Area,0500000US02180,02,Alaska,2023
293,145,148,98.0,7,48,34,27,17,48,25,40,10,17,18,2,0,28.9,103,200,190,173,28,20,293,0,5,0,288,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5,0,288,0,0,0,0,0,83,190,860Z200US99771,99771,860Z200US99771,Nome Census Area,0500000US02180,02,Alaska,2023
462,281,181,155.2,37,42,55,30,16,57,76,69,10,23,37,8,2,33.7,163,313,299,294,59,47,462,0,17,0,438,0,0,0,0,0,11,427,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,458,17,0,434,7,0,0,0,0,233,295,860Z200US99772,99772,860Z200US99772,Nome Census Area,0500000US02180,02,Alaska,2023
309,167,142,117.6,5,27,33,46,25,40,27,25,20,12,25,24,0,31.2,97,236,212,195,55,49,306,3,3,0,303,0,0,0,0,0,6,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,300,3,0,297,0,0,0,0,0,115,212,860Z200US99778,99778,860Z200US99778,Nome Census Area,0500000US02180,02,Alaska,2023
286,178,108,164.8,28,42,31,26,37,38,27,5,11,36,5,0,0,20.7,122,179,164,135,26,5,286,0,22,0,264,0,0,0,0,0,2,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,22,0,264,0,0,0,0,0,110,164,860Z200US99783,99783,860Z200US99783,Nome Census Area,0500000US02180,02,Alaska,2023
185,98,87,112.6,16,15,11,15,10,31,39,14,8,14,7,4,1,33.9,45,140,140,126,20,12,180,5,4,0,176,0,0,0,0,0,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,185,4,0,176,0,0,0,0,5,92,140,860Z200US99784,99784,860Z200US99784,Nome Census Area,0500000US02180,02,Alaska,2023
691,345,346,99.7,91,93,102,27,49,110,73,31,40,25,40,10,0,22.0,307,401,384,370,59,50,658,33,11,0,640,0,0,0,0,0,14,626,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,691,11,0,640,7,0,0,0,33,161,380,860Z200US99785,99785,860Z200US99785,Nome Census Area,0500000US02180,02,Alaska,2023
1622,1397,225,620.9,0,0,0,0,21,396,282,330,323,186,78,6,0,48.9,0,1622,1622,1622,171,84,1601,21,1309,0,131,0,0,0,0,0,0,131,90,0,0,90,0,0,0,0,13,0,11,0,2,58,0,0,0,14,0,0,67,40,0,14,13,1555,1309,0,131,90,13,12,0,0,0,1574,860Z200US99519,99519,860Z200US99519,North Slope Borough,0500000US02185,02,Alaska,2023
277,163,114,143.0,37,35,27,32,12,61,23,16,10,6,15,3,0,23.2,120,178,157,141,19,18,244,33,5,0,239,0,0,0,2,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,277,5,0,239,0,0,0,0,33,103,157,860Z200US99721,99721,860Z200US99721,North Slope Borough,0500000US02185,02,Alaska,2023
4855,2501,2354,106.2,279,453,502,523,366,576,600,497,305,280,364,110,0,30.6,1555,3542,3300,3036,572,474,4125,730,730,185,2609,0,0,0,1360,0,0,1249,410,0,1,365,0,24,0,20,131,0,10,40,81,60,28,309,125,72,0,0,387,97,173,2,115,4468,694,76,2571,373,131,0,0,623,1750,3173,860Z200US99723,99723,860Z200US99723,North Slope Borough,0500000US02185,02,Alaska,2023
1424,1053,371,283.8,0,0,0,10,82,363,428,325,111,78,27,0,0,39.5,0,1424,1424,1406,63,27,1327,97,1033,81,68,0,0,0,0,0,0,68,88,15,0,73,0,0,0,0,46,0,13,33,0,11,5,29,5,58,0,0,78,66,0,7,5,1346,1020,81,68,88,46,0,9,34,0,1356,860Z200US99734,99734,860Z200US99734,North Slope Borough,0500000US02185,02,Alaska,2023
153,94,59,159.3,12,12,15,10,8,27,24,25,2,6,5,7,0,32.4,46,111,107,104,13,12,140,13,4,0,136,0,0,0,4,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,150,4,0,133,0,0,0,0,13,54,107,860Z200US99747,99747,860Z200US99747,North Slope Borough,0500000US02185,02,Alaska,2023
288,142,146,97.3,25,30,50,49,18,53,26,19,10,1,7,0,0,18.0,144,172,144,131,8,7,285,3,20,2,259,0,0,0,0,0,0,259,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,288,20,2,259,4,0,0,0,3,87,142,860Z200US99759,99759,860Z200US99759,North Slope Borough,0500000US02185,02,Alaska,2023
721,360,361,99.7,116,78,81,56,23,105,98,56,20,25,30,20,13,25.3,320,430,401,375,85,63,672,49,10,5,657,0,0,0,5,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,0,8,8,0,0,0,713,10,5,649,0,0,0,0,49,199,401,860Z200US99766,99766,860Z200US99766,North Slope Borough,0500000US02185,02,Alaska,2023
